"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"SRRT","Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4",79465.82,81917.7,"nonmito",""
"SRSF1","Q07955",565725.2,595152.333333333,"nonmito",""
"SRSF10","O75494;O75494-2;O75494-3;O75494-4;O75494-5;O75494-6",61544.36,67449.5,"nonmito",""
"SRSF11","Q05519;Q05519-2",253528.8,272317,"nonmito",""
"SRSF2","Q01130;Q01130-2",308095.6,369080.666666667,"nonmito",""
"SRSF3","P84103;P84103-2",438774,472368,"nonmito",""
"SRSF4","Q08170",61909.3333333333,69449.4,"nonmito",""
"SRSF5","Q13243",86733.46,104332.366666667,"nonmito",""
"SRSF6","Q13247;Q13247-3",119196.4,117928,"nonmito",""
"SRSF7","Q16629;Q16629-2;Q16629-3;Q16629-4",291641.6,303461,"nonmito",""
"SRSF9","Q13242",158201.6,135275.333333333,"nonmito",""
"SRXN1","Q9BYN0",38127.16,31199.4666666667,"nonmito",""
"SSB","P05455",92313.68,89289.1666666667,"nonmito",""
"SSBP1","Q04837",274349.2,338293,"mito",""
"SSH1","Q8WYL5",38609.2666666667,47698.5333333333,"nonmito",""
"SSH3","Q8TE77;Q8TE77-2",52364.1333333333,29702.3,"nonmito",""
"SSR1","P43307",862328.8,698837.666666667,"nonmito",""
"SSR4","P51571",605179.2,531045.333333333,"nonmito",""
"SSRP1","Q08945",146745,150712.666666667,"nonmito",""
"SSU72","Q9NP77",65899.08,64794.3333333333,"nonmito",""
"ST13","P50502",343759.8,245308,"nonmito",""
"STAG1","Q8WVM7;Q8WVM7-2",43679.06,52762.7,"nonmito",""
